ship_id,month_arrival,year,hc_group,hc_4digits,reason_bribe,bp,actual_tariff_year,rsa,perishable,tariff2007,tariff_change_2008,agri,b_recipient,dfs,differentiated,day_w_arrival,ba,lba,monitor,psi,term,coercive,bulk,lactual_tariff_year,H_H,H_L,L_L,shift_coercive,post_2008,value_ton,clear_agent,tariff_change_post2008,diff_post_2008,lvalue_ton_post_2008,agri_post_2008,day_w_arrival_post2008,dfs_post_2008,psi_post_2008,tariff2007_post_2008,tariff_reduction,tariff_reduction_post2008,perishable_post_2008,std_bt,value_shipment_metical,ba_value,lba_value,ltonnage_post2008,ba_tonnage,lvalue_shipment_metical,lvalue_shipment_metical_post2008,tonnage,lvalue_tonnage,value_tonnage,monitor_tariff,tariff_evasion,lba_tonnage
93,12,1,3,2202,undervalue,1,20,1,0,20,1,0,customs,0,1,Tuesday,10246.04,9.2347441,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,171853.67,.059620723,.057911035,,,12.054404,0,,,,3.0445225,1,
94,2,5,2,1108,jump queue,0,0,0,0,0,0,0,customs,0,1,Thursday,0,0,No,inspected,FRIGO,,0,0,,,1,1,1,,7,0,1,,0,5,0,1,0,0,0,0,,162101648,0,0,,,18.903734,18.903734,,,,0,0,
95,12,1,9,6110,jump queue,1,20,1,0,20,1,0,customs,1,1,Friday,2960,7.9932823,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,1265990,.0023380911,.0023353621,,,14.051366,0,,,,3.0445225,0,
96,2,5,2,1108,jump queue,0,0,0,0,0,0,0,customs,1,1,Friday,0,0,No,inspected,TIMAR,,0,0,,,1,1,1,,7,0,1,,0,1,1,1,0,0,0,0,,5120063.5,0,0,,,15.448678,15.448678,,,,0,0,
97,2,4,1,101,jump queue,0,0,0,1,0,0,0,customs,0,0,Tuesday,0,0,No,inspected,TIRO,,1,0,,,1,1,1,,3,0,0,,0,6,0,1,0,0,0,1,,35671212,0,0,,,17.389854,17.389854,,,,0,0,
98,3,1,3,2204,jump queue,1,20,1,0,20,0,0,,1,1,Sunday,9107.624,9.1169767,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,70.320267,1012792,.0089925909,.0089523988,,,13.828222,0,,,,3.0445225,0,
99,12,1,3,2208,jump queue,1,20,1,0,20,1,0,customs,1,1,Friday,5692.0801,8.647007,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,707465,.0080457404,.0080135465,,,13.469445,0,,,,3.0445225,0,
100,12,4,13,8529,congestion,0,0,0,0,4,1,0,customs,1,1,Sunday,0,0,Yes,inspected,TIAR,1,0,0,,,1,2,1,,5,1,1,,0,4,1,1,4,4,4,0,0,2843915.3,0,0,,,14.860693,14.860693,,,,0,0,
101,3,5,13,8529,undervalue,0,7.5,0,0,7.5,0,0,customs,0,1,Thursday,0,0,No,not inspected,MultiModal,,0,2.1400661,,,1,1,1,,8,0,1,,0,5,0,2,7.5,0,0,0,0,4350204.5,0,0,,,15.285733,15.285733,,,,2.1400661,1,
102,3,1,3,2206,jump queue,1,20,1,0,20,0,0,,1,1,Friday,5920,8.6862602,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,.49298891,938322,.0063091349,.0062893154,,,13.751849,0,,,,3.0445225,0,
103,11,4,13,,,0,,0,0,,,,,1,1,Monday,0,0,Yes,inspected,TIMAR,,0,,,,,1,1,,5,,1,,,2,1,1,,,,0,1141.5448,60530476,0,0,,,17.918657,17.918657,,,,,0,
104,12,1,10,6403,undervalue,1,20,1,0,20,1,0,customs,1,1,Monday,2960,7.9932823,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,1063.6364,2,0,0,0,0,0,0,0,0,20,0,0,,871299,.0033972263,.0033914689,0,3.6134138,13.677742,0,11.000001,6.9703884,1063.6362,3.0445225,1,1.5289681
105,,4,13,8520,,0,20,0,0,20,0,0,,0,1,Saturday,0,0,Yes,inspected,TIMAR,,0,3.0445225,,1,,1,1,,5,0,1,,0,3,0,1,20,0,0,0,,758582.56,0,0,,,13.539208,13.539208,,,,6.089045,0,
106,12,1,15,9505,jump queue,1,20,1,0,20,1,0,customs,0,1,Saturday,14800,9.6024504,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,686017.63,.021573789,.021344369,,,13.43866,0,,,,3.0445225,0,
107,12,1,6,3930,jump queue,1,20,1,0,20,1,0,customs,1,0,Friday,14800,9.6024504,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,9428.5713,2,0,0,0,0,0,0,0,0,20,0,0,24231.311,245751,.060223561,.058479793,0,567.82214,12.412078,0,.35000002,9.1516056,9428.5703,3.0445225,0,6.3435678
108,5,4,13,,,0,0,0,0,10,1,0,,0,1,Friday,0,0,Yes,inspected,TIMAR,,0,0,,1,,1,1,,5,1,1,,0,1,0,1,10,10,10,0,1141.5448,75860592,0,0,,,18.144407,18.144407,,,,0,0,
109,3,4,15,9405,undervalue,0,20,0,0,20,0,0,customs,0,1,Tuesday,0,0,No,inspected,TIMAR,,0,3.0445225,,1,,1,1,,5,0,1,,0,6,0,1,20,0,0,0,,75773560,0,0,,,18.143259,18.143259,,,,3.0445225,1,
110,2,1,5,3002,undervalue,1,0,1,0,0,0,0,customs,1,1,Saturday,2960,7.9932823,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,2786071.8,.0010624278,.0010618637,,,14.840143,0,,,,0,1,
111,,1,14,8708,undervalue,1,5,1,0,5,1,0,customs,1,1,Saturday,2960,7.9932823,No,inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,0,844787.69,.003503839,.0034977149,,,13.646842,0,,,,1.7917595,1,
112,3,4,15,9014,congestion,0,0,0,0,7.5,1,0,,1,1,Wednesday,0,0,Yes,inspected,TIMAR,1,0,0,,,1,2,1,,5,1,1,,0,7,1,1,7.5,7.5,7.5,0,,20159170,0,0,,,16.81917,16.81917,,,,0,0,
113,2,5,13,8525,red tape,1,7.5,0,0,7.5,0,0,customs,0,1,Monday,104.51929,4.6588941,No,not inspected,TIAR,1,0,2.1400661,,,1,2,1,,7,0,1,,0,2,0,2,7.5,0,0,0,,28679868,3.6443437e-06,3.6443371e-06,,,17.171705,17.171705,,,,2.1400661,0,
114,2,1,5,3215,late arrival,1,0,1,0,0,0,0,customs,1,0,Friday,3984.4561,8.2904072,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,176.56984,1191520,.003344011,.0033384322,,,13.990741,0,,,,0,0,
115,,1,13,8410,jump queue,1,5,1,0,5,1,0,customs,1,1,Sunday,7400,8.9093704,No,,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,,0,5,0,0,,69010664,.0001072298,.00010722406,,,18.049772,0,,,,1.7917595,0,
116,3,5,13,8529,misclassification,1,0,0,0,7.5,1,0,customs,0,1,Tuesday,1123.5824,7.025167,No,not inspected,TIMAR,0,0,0,,,1,0,1,,8,1,1,,0,6,0,2,7.5,7.5,7.5,0,0,4524199,.00024834948,.00024831865,,,15.324951,15.324951,,,,0,0,
117,12,4,13,8536,congestion,0,0,0,0,4,1,0,customs,0,1,Monday,0,0,No,not inspected,TIFER,1,0,0,,,1,2,1,29355.4,1,1,1,10.287266,0,2,0,2,4,4,4,0,,15578911,0,0,1.6094379,0,16.561428,16.561428,5,10.287266,29355.4,0,0,0
118,2,1,13,8414,jump inspection,1,0,1,0,0,0,0,customs,0,1,Saturday,5692.0801,8.647007,No,,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,,0,0,0,0,,44235180,.00012867767,.00012866939,,,17.60503,0,,,,0,0,
119,12,1,14,8703,jump queue,1,20,1,0,20,1,0,customs,1,1,Monday,1480,7.3004727,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,1300,2,0,0,0,0,0,0,0,0,20,0,0,3473.6787,1452165,.0010191679,.001018649,0,1.3249184,14.188567,0,15.000001,7.1708884,1299.9999,3.0445225,0,.84368491
120,5,4,15,9008,,0,0,0,0,10,1,0,,0,1,Saturday,0,0,No,inspected,TIAR,,0,0,,1,,1,1,,3,1,1,,0,3,0,1,10,10,10,0,,2440583.3,0,0,,,14.707748,14.707748,,,,0,0,
121,12,1,14,8703,jump queue,1,20,1,0,20,1,0,customs,1,1,Tuesday,4440,8.3986349,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,2133.3679,2,0,0,0,0,0,0,0,0,20,0,0,3473.6787,2383078.8,.0018631361,.0018614025,0,3.9747548,14.683905,0,15.000001,7.665926,2133.3679,3.0445225,0,1.6043761
122,9,4,15,9018,,0,0,0,0,5,1,0,,1,1,Wednesday,0,0,No,inspected,TIMAR,,0,0,,,1,1,1,,5,1,1,,0,7,1,1,5,5,5,0,,1391389.3,0,0,,,14.145814,14.145814,,,,0,0,
123,3,4,13,8516,undervalue,0,0,0,0,20,1,0,customs,1,1,Wednesday,0,0,Yes,inspected,TIMAR,,0,0,,1,,1,1,,5,1,1,,0,7,1,1,20,20,20,0,97.059341,19031326,0,0,,,16.761597,16.761597,,,,0,1,
124,12,1,1,303,jump queue,1,20,1,1,20,1,0,customs,1,0,Tuesday,3415.248,8.1362982,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,.77300733,4766080,.00071657379,.00071631715,,,15.377035,0,,,,3.0445225,0,
125,12,1,13,8517,undervalue,1,7.5,1,0,7.5,1,0,customs,0,1,Friday,2846.04,7.9540353,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,38571.43,2,0,0,0,0,0,0,0,0,7.5,0,0,3801.0061,1005345,.0028309089,.0028269093,0,109.1922,13.820843,0,.35000002,10.560293,38571.426,2.1400661,1,4.7022262
126,5,5,13,8516,,0,0,0,0,10,1,0,,1,1,Sunday,0,0,No,not inspected,FRIGO,,0,0,,1,,1,1,,7,1,1,,0,4,1,2,10,10,10,0,97.059341,13662846,0,0,,,16.430191,16.430191,,,,0,0,
127,12,1,10,6402,undervalue,1,20,1,0,20,1,0,customs,1,1,Saturday,888,6.7900972,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,1035.7142,2,0,0,0,0,0,0,0,0,20,0,0,303.0545,1079815,.00082236307,.00082202512,0,.85173321,13.892302,0,14.000001,6.9438114,1035.7142,3.0445225,1,.61612207
128,5,4,13,8415,,0,0,0,0,10,1,0,,0,1,Monday,0,0,No,not inspected,TIEPO -  Encomendas Postais,,0,0,,1,,1,1,,1,1,1,,0,2,0,2,10,10,10,0,,9793962,0,0,,,16.097277,16.097277,,,,0,0,
129,,1,13,8530,undervalue,1,5,1,0,5,1,0,customs,1,1,Sunday,2960,7.9932823,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,470.95847,11170500,.00026498365,.00026494855,,,16.228786,0,,,,1.7917595,1,
130,5,4,13,8415,,0,0,0,0,10,1,0,,0,1,Tuesday,0,0,No,not inspected,TIEPO -  Encomendas Postais,,0,0,,1,,1,1,,1,1,1,,0,6,0,2,10,10,10,0,,3844709.3,0,0,,,15.162209,15.162209,,,,0,0,
131,1,1,13,8528,jump queue,1,20,1,0,20,0,0,customs,1,1,Monday,5692.0801,8.647007,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,1673340.9,.0034016261,.0033958538,,,14.330334,0,,,,3.0445225,0,
132,5,5,13,8415,,0,0,0,0,10,1,0,,0,1,Wednesday,0,0,No,not inspected,FRIGO,,0,0,,1,,1,1,,7,1,1,,0,7,0,2,10,10,10,0,,20932394,0,0,,,16.856808,16.856808,,,,0,0,
133,5,5,13,8415,,0,0,0,0,10,1,0,,1,1,Thursday,0,0,No,not inspected,FRIGO,,0,0,,1,,1,1,53346.602,7,1,1,10.884584,0,5,1,2,10,10,10,0,,29903436,0,0,1.6094379,0,17.213484,17.213484,5,10.884584,53346.602,0,0,0
134,12,1,14,8703,jump queue,1,20,1,0,20,1,0,customs,1,1,Wednesday,3415.248,8.1362982,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,2183.3333,2,0,0,0,0,0,0,0,0,20,0,0,3473.6787,2438892.5,.0014003274,.0013993479,0,3.0573814,14.707055,0,15.000001,7.6890659,2183.3333,3.0445225,0,1.4005377
135,3,5,12,7313,,0,7.5,1,0,7.5,0,0,,0,1,Sunday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,7,0,1,,0,4,0,2,7.5,0,0,0,,15973881,0,0,,,16.586466,16.586466,,,,2.1400661,0,
136,1,1,3,1705,undervalue,1,20,1,1,20,0,0,customs,0,0,Saturday,29600,10.295564,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,4000,2,0,0,0,0,0,0,0,0,0,0,0,,1191520,.024842218,.024538666,0,99.368874,13.990741,0,4,8.2943001,4000,3.0445225,1,4.6088519
137,2,1,8,4803,undervalue,1,0,1,0,0,0,0,customs,0,1,Monday,2960,7.9932823,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,1752909.1,.0016886215,.0016871974,,,14.376788,0,,,,0,1,
138,12,5,12,7313,congestion,0,0,0,0,4,1,0,customs,0,1,Tuesday,0,0,No,not inspected,FRIGO,1,0,0,,,1,2,1,,7,1,1,,0,6,0,2,4,4,4,0,,40287960,0,0,,,17.511562,17.511562,,,,0,0,
139,1,1,15,9403,undervalue,1,20,1,0,20,0,0,customs,1,1,Wednesday,1776,7.4826818,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,934.61523,2,0,0,0,0,0,0,0,0,0,0,0,144.08893,2784031.8,.00063792377,.0006377204,0,.59621322,14.839411,0,40,6.8412042,934.61523,3.0445225,1,.46763408
140,3,5,12,7313,undervalue,0,7.5,0,0,7.5,0,0,customs,1,1,Thursday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,7,0,1,,0,5,1,2,7.5,0,0,0,,5536888.5,0,0,,,15.526943,15.526943,,,,2.1400661,1,
141,3,4,12,7323,undervalue,0,20,0,0,20,0,0,customs,1,1,Friday,0,0,Yes,inspected,TIMAR,,0,3.0445225,,1,,1,1,,5,0,1,,0,1,1,1,20,0,0,0,,7770721.5,0,0,,,15.865873,15.865873,,,,6.089045,1,
142,1,1,3,2210,undervalue,1,20,1,0,20,0,0,customs,0,1,Thursday,59200,10.988693,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,817.68585,2,0,0,0,0,0,0,0,0,0,0,0,,773341.94,.076550871,.07376229,0,62.594566,13.558477,0,12.699999,6.7077007,817.68591,3.0445225,1,4.1525278
143,1,1,9,6309,undervalue,1,20,1,0,20,0,0,customs,0,1,Wednesday,5692.0801,8.647007,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,1710.4071,2,0,0,0,0,0,0,0,0,0,0,0,0,2165358.3,.0026287013,.0026252524,0,4.4961495,14.588097,0,17,7.4450712,1710.4071,3.0445225,1,1.7040478
144,5,5,11,6911,,0,0,0,0,10,1,0,,0,1,Friday,0,0,No,not inspected,FRIGO,,0,0,,1,,1,1,,7,1,1,,0,1,0,2,10,10,10,0,0,46940680,0,0,,,17.664394,17.664394,,,,0,0,
145,12,1,3,1902,undervalue,1,20,1,0,20,1,0,customs,1,0,Thursday,74000,11.211834,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,1056.6805,2,0,0,0,0,0,0,0,0,20,0,0,1239.2976,2990258,.024747029,.024445781,0,26.149704,14.910871,0,38,6.9638338,1056.6805,3.0445225,1,3.3013661
146,5,5,11,6911,,0,0,0,0,10,1,0,,1,1,Saturday,0,0,No,not inspected,FRIGO,,0,0,,1,,1,1,34464.375,7,1,1,10.44771,0,3,1,2,10,10,10,0,0,61820816,0,0,2.7725887,0,17.939751,17.939751,16,10.44771,34464.375,0,0,0
147,1,1,1,207,jump queue,1,20,1,1,20,0,0,customs,0,0,Friday,7400,8.9093704,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,2250,2,0,0,0,0,0,0,0,0,0,0,0,486.23465,2010690,.0036803286,.0036735728,0,8.2807398,14.513989,0,12,7.71913,2250,3.0445225,0,2.2279413
148,8,4,,,,0,,0,0,,,,,0,0,Monday,0,0,Yes,inspected,TIEPO -  Encomendas Postais,,0,,,,,1,1,,8,,0,,,2,0,1,,,,0,1141.5448,7091107.5,0,0,,,15.774352,15.774352,,,,,0,
149,1,1,9,5209,jump queue,1,20,1,0,20,0,0,customs,0,0,Friday,2846.04,7.9540353,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,1000,2,0,0,0,0,0,0,0,0,0,0,0,,2010690,.0014154544,.0014144536,0,1.4154544,14.513989,0,27.000002,6.9087548,999.99994,3.0445225,0,.88188744
150,5,4,5,3405,,0,0,0,0,10,1,0,,0,0,Sunday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,4,0,2,10,10,10,0,,5548044,0,0,,,15.528956,15.528956,,,,0,0,
151,2,4,6,3926,jump queue,0,2.5,0,0,0,0,0,customs,1,0,Monday,0,0,Yes,inspected,TIMAR,,0,1.2527629,,,1,1,1,192124,5,0,0,12.165901,0,2,1,1,0,0,0,0,228.55215,20392042,0,0,0,0,16.830656,16.830656,1,12.165901,192124,2.5055258,0,0
152,12,1,13,8418,undervalue,1,20,1,0,20,1,0,customs,1,1,Wednesday,4553.6641,8.4239073,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,1117050,.0040765088,.0040682224,,,13.926203,0,,,,3.0445225,1,
153,,1,13,8428,undervalue,1,5,1,0,5,1,0,customs,1,1,Tuesday,6830.4961,8.829299,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,437.5,2,0,0,0,0,0,0,0,0,5,0,0,0,2606450,.0026206127,.002617185,0,1.146518,14.7735,0,80,6.0833597,437.5,1.7917595,1,.76384699
154,5,4,13,8509,,0,0,0,0,10,1,0,,0,1,Monday,0,0,Yes,inspected,TIMAR,,0,0,,1,,1,1,,5,1,1,,0,2,0,1,10,10,10,0,,13516292,0,0,,,16.419407,16.419407,,,,0,0,
155,5,4,11,7013,,0,0,0,0,10,1,0,,0,1,Tuesday,0,0,No,inspected,TIMAR,,0,0,,1,,1,1,,5,1,1,,0,6,0,1,10,10,10,0,,427480224,0,0,,,19.873419,19.873419,,,,0,0,
156,2,1,5,2807,jump queue,1,0,1,0,0,0,0,customs,1,1,Sunday,1138.416,7.038271,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,595760,.0019108634,.00190904,,,13.297595,0,,,,0,0,
157,,4,14,8703,,0,20,0,0,20,0,0,,0,1,Sunday,0,0,No,inspected,TIAUTO,,0,3.0445225,,1,,1,1,104240.6,6,0,1,11.554466,0,4,0,1,20,0,0,0,3473.6787,165961456,0,0,2.7080503,0,18.927267,18.927267,15.000001,11.554466,104240.59,3.0445225,0,0
158,12,1,3,2203,undervalue,1,20,1,0,20,1,0,customs,1,1,Wednesday,11384.456,9.3400917,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,2159630,.0052714846,.0052576391,,,14.585448,0,,,,3.0445225,1,
159,,4,14,8703,,0,20,0,0,20,0,0,,0,1,Monday,0,0,No,inspected,TIAUTO,,0,3.0445225,,1,,1,1,8104,6,0,1,9.0002365,0,2,0,1,20,0,0,0,3473.6787,1290237.9,0,0,.4054651,0,14.070338,14.070338,1.5,9.0002365,8104,3.0445225,0,0
160,1,1,13,8529,undervalue,1,20,1,0,20,0,0,customs,1,1,Saturday,5920,8.6862602,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,0,1861750,.003179804,.003174759,,,14.437028,0,,,,3.0445225,1,
161,12,1,15,9505,undervalue,1,20,1,0,20,1,0,customs,1,1,Sunday,2960,7.9932823,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,446820,.0066245915,.0066027455,,,13.009913,0,,,,3.0445225,1,
162,10,4,14,8704,,0,5,0,0,5,0,0,,1,1,Tuesday,0,0,Yes,inspected,TIMAR,,0,1.7917595,,,1,1,1,46813.332,5,0,1,10.753944,0,6,1,1,5,0,0,0,3292.9133,74531504,0,0,2.7080503,0,18.126732,18.126732,15.000001,10.753944,46813.332,3.583519,0,0
163,3,1,3,2204,undervalue,1,20,1,0,20,0,0,,1,1,Monday,7992,8.9863214,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,70.320267,692571,.011539611,.011473537,,,13.448168,0,,,,3.0445225,1,
164,2,5,14,8702,,0,5,0,0,5,0,0,,0,1,Tuesday,0,0,No,inspected,TIAUTO,,0,1.7917595,,,1,1,1,31976.666,6,0,1,10.372793,0,6,0,1,5,0,0,0,2397.6873,5377356,0,0,.4054651,0,15.497707,15.497707,1.5,10.372793,31976.666,1.7917595,0,0
165,2,5,14,8702,,0,5,0,0,5,0,0,,0,1,Wednesday,0,0,No,inspected,TIAUTO,,0,1.7917595,,,1,1,1,54601.332,6,0,1,10.907832,0,7,0,1,5,0,0,0,2397.6873,9182033,0,0,.4054651,0,16.032759,16.032759,1.5,10.907832,54601.332,1.7917595,0,0
166,3,1,3,2204,undervalue,1,20,1,0,20,0,0,,1,1,Tuesday,10318.856,9.2418251,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,70.320267,1251096,.0082478533,.0082140258,,,14.039532,0,,,,3.0445225,1,
167,12,1,13,8418,undervalue,1,20,1,0,20,1,0,customs,1,1,Thursday,11384.456,9.3400917,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,1265990,.0089925323,.0089523401,,,14.051366,0,,,,3.0445225,1,
168,,5,14,8703,jump inspection,1,20,0,0,20,0,0,,0,1,Tuesday,2612.9824,7.8686299,No,inspected,TIAUTO,0,0,3.0445225,,1,,0,1,46484.668,6,0,1,10.7469,0,6,0,1,20,0,0,0,3473.6787,7817094,.00033426521,.00033420936,.4054651,15.538205,15.871823,15.871823,1.5,10.7469,46484.668,3.0445225,0,2.8056731
169,1,1,1,207,undervalue,1,20,1,1,20,0,0,customs,1,0,Saturday,5692.0801,8.647007,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,486.23465,1042580,.0054596099,.0054447604,,,13.85721,0,,,,3.0445225,1,
170,,5,14,8703,,0,20,0,0,20,0,0,,0,1,Wednesday,0,0,No,inspected,TIAUTO,,0,3.0445225,,1,,1,1,47910,6,0,1,10.777101,0,7,0,1,20,0,0,0,3473.6787,10742380,0,0,.69314718,0,16.189707,16.189707,2,10.777101,47910,3.0445225,0,0
171,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Monday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,30091.334,6,0,1,10.312026,1,2,0,1,20,0,0,0,3473.6787,5060309,0,0,.4054651,0,15.436938,15.436938,1.5,10.312026,30091.334,3.0445225,0,0
172,1,1,1,207,undervalue,1,20,1,1,20,0,0,customs,1,0,Monday,7400,8.9093704,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,486.23465,863852,.0085662818,.0085297991,,,13.669158,0,,,,3.0445225,1,
173,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Tuesday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,30214.666,6,0,1,10.316115,1,6,0,1,20,0,0,0,3473.6787,5081049.5,0,0,.4054651,0,15.441029,15.441029,1.5,10.316115,30214.666,3.0445225,0,0
174,12,1,3,2201,undervalue,1,20,1,0,20,1,0,customs,1,1,Wednesday,6830.4961,8.829299,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,908534,.0075181513,.007490031,,,13.719588,0,,,,3.0445225,1,
175,,1,14,8700,late arrival,1,5,1,0,5,1,0,customs,0,1,Friday,1707.624,7.4434438,No,inspected,TIMAR,0,0,1.7917595,,,1,0,0,1200,2,0,0,0,0,0,0,0,0,5,0,0,28747.221,893640,.0019108634,.00190904,0,2.293036,13.703059,0,10,7.09091,1200,1.7917595,0,1.1918099
176,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Wednesday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,30583.334,6,0,1,10.328243,1,7,0,1,20,0,0,0,3473.6787,5143046,0,0,.4054651,0,15.453156,15.453156,1.5,10.328243,30583.334,3.0445225,0,0
177,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Thursday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,36102,6,0,1,10.494131,1,5,0,1,20,0,0,0,3473.6787,5747799.5,0,0,.4054651,0,15.564328,15.564328,1.5,10.494131,36102,3.0445225,0,0
178,1,1,3,1704,undervalue,1,20,1,1,20,0,0,customs,0,0,Thursday,7969.208,8.9834661,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,117.21308,2695814,.0029561417,.002951781,,,14.807211,0,,,,3.0445225,1,
179,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Friday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,44752.668,6,0,1,10.708929,1,1,0,1,20,0,0,0,3473.6787,7525832,0,0,.4054651,0,15.833852,15.833852,1.5,10.708929,44752.668,3.0445225,0,0
180,12,1,13,8521,undervalue,1,20,1,0,20,1,0,customs,1,1,Friday,3415.248,8.1362982,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,961.53845,2,0,0,0,0,0,0,0,0,20,0,0,0,3723500,.00091721443,.00091679406,0,.88193697,15.130175,0,51.999996,6.8695741,961.53851,3.0445225,1,.63230157
181,12,1,12,7214,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Saturday,11384.456,9.3400917,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,803.57141,2,0,0,0,0,0,0,0,0,7.5,0,0,116.95475,3351150,.0033971788,.0033914214,0,2.7298758,15.024815,0,55.999992,6.69031,803.57153,2.1400661,1,1.3163749
182,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Sunday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,33629.332,6,0,1,10.423183,1,4,0,1,20,0,0,0,3473.6787,5655277,0,0,.4054651,0,15.5481,15.5481,1.5,10.423183,33629.332,3.0445225,0,0
183,12,1,10,6402,undervalue,1,20,1,0,20,1,0,customs,0,1,Sunday,5920,8.6862602,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,1062.5,2,0,0,0,0,0,0,0,0,20,0,0,303.0545,949492.5,.0062349099,.0062155533,0,6.6245918,13.763684,0,12,6.9693208,1062.5,3.0445225,1,2.0313787
184,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Saturday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,50725.801,6,0,1,10.834209,1,3,0,1,20,0,0,0,3473.6787,28434348,0,0,1.6094379,0,17.163109,17.163109,5,10.834209,50725.801,3.0445225,0,0
