ship_id,month_arrival,year,hc_group,hc_4digits,reason_bribe,bp,actual_tariff_year,rsa,perishable,tariff2007,tariff_change_2008,agri,b_recipient,dfs,differentiated,day_w_arrival,ba,lba,monitor,psi,term,coercive,bulk,lactual_tariff_year,H_H,H_L,L_L,shift_coercive,post_2008,value_ton,clear_agent,tariff_change_post2008,diff_post_2008,lvalue_ton_post_2008,agri_post_2008,day_w_arrival_post2008,dfs_post_2008,psi_post_2008,tariff2007_post_2008,tariff_reduction,tariff_reduction_post2008,perishable_post_2008,std_bt,value_shipment_metical,ba_value,lba_value,ltonnage_post2008,ba_tonnage,lvalue_shipment_metical,lvalue_shipment_metical_post2008,tonnage,lvalue_tonnage,value_tonnage,monitor_tariff,tariff_evasion,lba_tonnage
924,2,5,12,8311,,0,7.5,0,0,7.5,0,0,,0,1,Saturday,0,0,No,not inspected,FRIGO,,0,2.1400661,,,1,1,1,,7,0,1,,0,3,0,2,7.5,0,0,0,,5520072,0,0,,,15.523902,15.523902,,,,2.1400661,0,
925,3,1,3,2201,undervalue,1,20,1,0,20,0,0,,1,1,Monday,4440,8.3986349,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,446820,.0099368878,.0098878415,,,13.009913,0,,,,3.0445225,1,
926,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Friday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,1,0,2,10,10,10,0,97.059341,2320116.5,0,0,,,14.657128,14.657128,,,,0,0,
927,2,5,13,8516,clearing agent red tape,0,20,0,0,20,0,0,stevedors,0,1,Friday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,558.76001,8,0,1,6.327508,0,1,0,2,20,0,0,0,97.059341,31321292,0,0,6.2146082,0,17.259809,17.259809,500.00006,6.327508,558.75995,3.0445225,0,0
928,2,1,13,8514,undervalue,1,0,1,0,0,0,0,customs,1,1,Thursday,5920,8.6862602,No,not inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,521290,.011356442,.011292442,,,13.164063,0,,,,0,1,
929,12,1,12,7505,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Monday,5692.0801,8.647007,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,0,0,7.5,0,0,,595760,.0095543172,.0095089637,,,13.297595,0,,,,2.1400661,1,
930,3,5,13,8516,,0,20,0,0,20,0,0,,0,1,Sunday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,,8,0,1,,0,4,0,2,20,0,0,0,97.059341,26101114,0,0,,,17.077488,17.077488,,,,3.0445225,0,
931,12,1,12,7218,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Wednesday,5692.0801,8.647007,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,0,0,7.5,0,0,536.65448,446820,.012739089,.01265863,,,13.009913,0,,,,2.1400661,1,
932,5,4,13,8415,,0,0,0,0,10,1,0,,0,1,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,1,,0,3,0,2,10,10,10,0,,909089.13,0,0,,,13.7202,13.7202,,,,0,0,
933,2,4,13,8416,jump queue,0,0,1,0,0,0,0,customs,1,1,Thursday,0,0,No,not inspected,TIMAR,,0,0,,,1,1,1,,6,0,1,,0,5,1,2,0,0,0,0,,576593984,0,0,,,20.172649,20.172649,,,,0,0,
934,12,1,12,7303,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Monday,5692.0801,8.647007,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,0,0,7.5,0,0,,1361386.1,.0041810917,.0041723754,,,14.124015,0,,,,2.1400661,1,
935,,1,13,8438,undervalue,1,5,1,0,5,1,0,customs,1,1,Sunday,5920,8.6862602,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,,13283959,.00044565028,.00044555101,,,16.402067,0,,,,1.7917595,1,
936,3,4,13,,undervalue,0,0,0,0,20,1,0,customs,0,1,Thursday,0,0,No,,TIAR,,0,0,,1,,1,1,,1,1,1,,0,5,0,,20,20,20,0,1141.5448,998459,0,0,,,13.81397,13.81397,,,,0,1,
937,3,5,13,8516,undervalue,1,0,0,0,20,1,1,customs,0,1,Thursday,1045.193,6.9529133,No,not inspected,TIMAR,0,0,0,,1,,0,1,,8,1,1,,1,5,0,2,20,20,20,0,97.059341,22272894,.000046926682,.000046925579,,,16.91888,16.91888,,,,0,1,
938,12,2,11,7009,undervalue,1,20,1,0,20,1,0,customs,1,1,Tuesday,4987.606,8.5149117,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,1,,2,1,1,,0,6,1,2,20,20,20,0,,681841.25,.0073149079,.0072882837,,,13.432553,13.432553,,,,3.0445225,1,
939,12,1,13,8540,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Wednesday,5920,8.6862602,No,inspected,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,0,0,7.5,0,0,,2913936.8,.0020316159,.0020295549,,,14.885015,0,,,,2.1400661,1,
940,2,5,13,8516,clearing agent red tape,1,20,0,0,20,0,0,stevedors,0,1,Friday,13064.912,9.4777622,No,not inspected,TIMAR,1,0,3.0445225,,1,,2,1,,6,0,1,,0,1,0,2,20,0,0,0,97.059341,22272894,.00058658351,.00058641157,,,16.91888,16.91888,,,,3.0445225,0,
941,12,2,13,8517,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Wednesday,2493.738,7.821939,No,inspected,TIMAR,0,0,2.1400661,,,1,0,1,,2,1,1,,0,7,1,1,7.5,7.5,7.5,0,3801.0061,999640.75,.0024946341,.0024915277,,,13.815152,13.815152,,,,2.1400661,1,
942,2,5,13,8516,clearing agent red tape,0,20,0,0,20,0,0,stevedors,0,1,Saturday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,,8,0,1,,0,3,0,2,20,0,0,0,97.059341,13920587,0,0,,,16.448879,16.448879,,,,3.0445225,0,
943,9,5,13,8516,,0,20,0,0,20,0,0,,0,1,Sunday,0,0,No,not inspected,TIAR,,0,3.0445225,,1,,1,1,,8,0,1,,0,4,0,2,20,0,0,0,97.059341,10440468,0,0,,,16.1612,16.1612,,,,3.0445225,0,
944,2,1,2,1010,undervalue,1,0,1,1,0,0,0,customs,1,1,Tuesday,11384.456,9.3400917,No,inspected,TIMAR,0,1,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,4095850,.0027795101,.0027756544,,,15.225485,0,,,,0,1,
945,12,1,15,9505,undervalue,1,20,1,0,20,1,0,customs,1,1,Sunday,2960,7.9932823,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,477501.63,.006198932,.0061797975,,,13.076324,0,,,,3.0445225,1,
946,2,5,13,8516,clearing agent red tape,1,20,0,0,20,0,0,stevedors,0,1,Sunday,1515.5298,7.3241801,No,not inspected,MultiModal,1,0,3.0445225,,1,,2,1,,8,0,1,,0,4,0,2,20,0,0,0,97.059341,8265310,.0001833603,.00018334349,,,15.927578,15.927578,,,,3.0445225,0,
947,5,5,12,7321,,0,0,0,0,10,1,0,,0,1,Sunday,0,0,No,inspected,FRIGO,,0,0,,1,,1,1,,7,1,1,,0,4,0,1,10,10,10,0,,25292688,0,0,,,17.046026,17.046026,,,,0,0,
948,1,1,1,207,undervalue,1,20,1,1,20,0,0,customs,1,0,Friday,7400,8.9093704,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,486.23465,1638340,.0045167669,.0045065968,,,14.309195,0,,,,3.0445225,1,
949,1,1,9,6110,undervalue,1,20,1,0,20,0,0,customs,1,1,Tuesday,2960,7.9932823,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,358647.53,.0082532289,.0082193576,,,12.790098,0,,,,3.0445225,1,
950,3,5,13,8516,,0,20,0,0,20,0,0,,0,1,Friday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,388.02832,8,0,1,5.9636521,0,1,0,2,20,0,0,0,97.059341,26101114,0,0,6.3969297,0,17.077488,17.077488,600.00006,5.9636521,388.02829,3.0445225,0,0
951,2,5,13,8516,clearing agent red tape,1,20,0,0,20,0,0,stevedors,1,1,Saturday,1829.0878,7.5121193,Yes,not inspected,TIMAR,1,0,3.0445225,,1,,2,1,,8,0,1,,0,3,1,2,20,0,0,0,97.059341,6960237,.00026279103,.00026275651,,,15.755724,15.755724,,,,6.089045,0,
952,12,1,13,8525,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Sunday,7969.208,8.9834661,No,inspected,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,0,0,7.5,0,0,,407276.44,.019567074,.0193781,,,12.91725,0,,,,2.1400661,1,
953,,1,13,8410,undervalue,1,5,1,0,5,1,0,customs,1,1,Thursday,2960,7.9932823,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,,1405695.8,.0021057187,.0021035047,,,14.156044,0,,,,1.7917595,1,
954,3,5,13,8516,,0,0,0,0,20,1,0,,0,1,Tuesday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,496.67599,8,1,1,6.209949,0,6,0,2,20,20,20,0,97.059341,27841174,0,0,6.2146082,0,17.142027,17.142027,500.00006,6.209949,496.67593,0,0,0
955,2,1,13,8420,undervalue,1,0,1,0,0,0,0,customs,1,1,Tuesday,5920,8.6862602,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,1116007.4,.0053046243,.0052906042,,,13.925269,0,,,,0,1,
956,,5,13,8516,,0,20,0,0,20,0,0,,0,1,Saturday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,75.665001,8,0,1,4.3394451,0,3,0,2,20,0,0,0,97.059341,6786242.5,0,0,6.6846118,0,15.730408,15.730408,800.00006,4.3394451,75.664993,3.0445225,0,0
957,5,5,13,7320,,0,0,0,0,10,1,0,,0,1,Monday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,2,0,2,10,10,10,0,0,1288928.6,0,0,,,14.069323,14.069323,,,,0,0,
958,1,1,6,4029,undervalue,1,20,1,0,20,0,0,customs,1,0,Sunday,11384.456,9.3400917,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,5757350,.0019773778,.0019754253,,,15.565988,0,,,,3.0445225,1,
959,2,5,13,8416,jump queue,1,5,0,0,0,0,0,customs,0,1,Thursday,1045.193,6.9529133,No,inspected,TIMAR,0,0,1.7917595,,,1,0,1,,6,0,1,,0,5,0,1,0,0,0,0,,1740059.3,.00060066517,.00060048484,,,14.369431,14.369431,,,,1.7917595,0,
960,2,1,5,3004,undervalue,1,0,1,1,0,0,0,customs,1,1,Monday,11384.456,9.3400917,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,386871.66,.029426958,.029002296,,,12.86585,0,,,,0,1,
961,12,1,8,4910,undervalue,1,20,1,0,20,1,0,customs,1,1,Friday,5692.0801,8.647007,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,5032087,.0011311569,.0011305177,,,15.431346,0,,,,3.0445225,1,
962,3,5,13,8516,undervalue,0,0,0,0,20,1,1,customs,0,1,Friday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,8,1,1,,1,1,0,2,20,20,20,0,97.059341,120069.81,0,0,,,11.695837,11.695837,,,,0,1,
963,12,5,13,8516,congestion,1,20,1,0,20,0,0,customs,0,1,Monday,1306.4912,7.1758657,No,not inspected,MultiModal,1,0,3.0445225,,1,,2,1,,8,0,1,,0,2,0,2,20,0,0,0,97.059341,22620996,.000057755689,.000057754023,,,16.934389,16.934389,,,,3.0445225,0,
964,12,1,10,6600,undervalue,1,20,1,0,20,1,0,customs,1,1,Thursday,5692.0801,8.647007,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,136205.63,.041790344,.040940717,,,11.821928,0,,,,3.0445225,1,
965,3,5,13,8516,undervalue,0,0,0,0,20,1,1,customs,0,1,Saturday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,8,1,1,,1,3,0,2,20,20,20,0,97.059341,27667178,0,0,,,17.135757,17.135757,,,,0,1,
966,12,1,2,1510,undervalue,1,20,1,0,20,1,0,customs,0,0,Monday,5920,8.6862602,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,136205.63,.043463696,.042545658,,,11.821928,0,,,,3.0445225,1,
967,1,1,15,9403,undervalue,1,20,1,0,20,0,0,customs,1,1,Friday,8880,9.0916691,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,144.08893,1913655.6,.0046403334,.0046296003,,,14.464526,0,,,,3.0445225,1,
968,2,5,13,8516,clearing agent red tape,0,20,0,0,20,0,0,stevedors,1,1,Thursday,0,0,No,not inspected,MultiModal,,0,3.0445225,,1,,1,1,,8,0,1,,0,5,1,2,20,0,0,0,97.059341,25666014,0,0,,,17.060678,17.060678,,,,3.0445225,0,
969,12,1,3,2204,undervalue,1,20,1,0,20,1,0,customs,1,1,Wednesday,6830.4961,8.829299,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,70.320267,589430.06,.011588306,.011521676,,,13.286913,0,,,,3.0445225,1,
970,2,5,13,8516,clearing agent red tape,0,20,0,0,20,0,0,stevedors,0,1,Friday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,,8,0,1,,0,1,0,2,20,0,0,0,97.059341,10440468,0,0,,,16.1612,16.1612,,,,3.0445225,0,
971,12,1,3,2206,undervalue,1,20,1,0,20,1,0,customs,1,1,Saturday,8880,9.0916691,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,.49298891,924842.94,.0096016303,.0095558278,,,13.73738,0,,,,3.0445225,1,
972,9,5,13,8516,,0,20,0,0,20,0,0,,0,1,Wednesday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,,8,0,1,,0,7,0,2,20,0,0,0,97.059341,8700409,0,0,,,15.978881,15.978881,,,,3.0445225,0,
973,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Tuesday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,6,0,2,10,10,10,0,97.059341,2320116.5,0,0,,,14.657128,14.657128,,,,0,0,
974,2,1,5,3215,undervalue,1,0,1,0,0,0,0,customs,1,0,Friday,5920,8.6862602,No,inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,176.56984,611622.13,.0096791787,.0096326359,,,13.323872,0,,,,0,1,
975,12,1,3,2204,undervalue,1,20,1,0,20,1,0,customs,1,1,Thursday,11384.456,9.3400917,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,70.320267,1313650.8,.0086662732,.0086289365,,,14.088322,0,,,,3.0445225,1,
976,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Wednesday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,7,0,2,10,10,10,0,97.059341,2062263.5,0,0,,,14.539315,14.539315,,,,0,0,
977,2,1,13,8421,jump queue,1,0,1,0,0,0,0,customs,0,1,Tuesday,8880,9.0916691,No,not inspected,TIMAR,0,0,0,,,1,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,1361460.5,.0065224073,.0065012285,,,14.124069,0,,,,0,0,
978,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Thursday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,3065.8333,6,1,1,8.0284004,0,5,0,2,10,10,10,0,97.059341,2062263.5,0,0,1.7917595,0,14.539315,14.539315,6,8.0284004,3065.8333,0,0,0
979,12,1,3,2208,undervalue,1,20,1,0,20,1,0,customs,0,1,Wednesday,14800,9.6024504,No,not inspected,RESSANO GARCIA,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,20,0,0,,1175136.6,.01259428,.012515632,,,13.976896,0,,,,3.0445225,1,
980,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Friday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,1,0,2,10,10,10,0,97.059341,2062263.5,0,0,,,14.539315,14.539315,,,,0,0,
981,12,1,3,2208,congestion,1,20,1,0,20,1,0,customs,0,1,Thursday,20720,9.9389029,No,not inspected,RESSANO GARCIA,1,0,3.0445225,,1,,2,0,,1,0,0,,0,0,0,0,0,20,0,0,,744700,.027823284,.027443251,,,13.520738,0,,,,3.0445225,0,
982,9,5,13,8516,,0,20,0,0,20,0,0,,0,1,Thursday,0,0,No,not inspected,TIAUTO,,0,3.0445225,,1,,1,1,,6,0,1,,0,5,0,2,20,0,0,0,97.059341,1288928.6,0,0,,,14.069323,14.069323,,,,3.0445225,0,
983,12,1,12,8302,congestion,,,1,0,7.5,1,0,customs,0,1,Thursday,0,,No,,,1,0,,,,1,2,0,,,0,0,,0,0,0,,0,7.5,0,0,0,,,,,,,,,,,,0,
984,5,5,13,8516,misclassification,1,0,0,0,10,1,0,,0,1,Saturday,1045.193,6.9529133,No,not inspected,TIRO,0,0,0,,1,,0,1,,6,1,1,,0,3,0,2,10,10,10,0,97.059341,3866786,.0002703002,.00027026367,,,15.167934,15.167934,,,,0,0,
985,2,2,8,4802,jump queue,0,0,1,0,0,0,0,customs,1,1,Thursday,0,0,No,not inspected,TIMAR,,0,0,,,1,1,1,,2,0,1,,0,5,1,2,0,0,0,0,1.2317717,1047203.5,0,0,,,13.861635,13.861635,,,,0,0,
986,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Sunday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,6,1,1,,0,4,0,2,10,10,10,0,97.059341,1546781.6,0,0,,,14.251688,14.251688,,,,0,0,
987,12,2,2,810,congestion,0,0,1,1,20,1,0,customs,1,0,Saturday,0,0,No,,TIMAR,1,0,0,,1,,2,1,,2,1,0,,0,3,1,,20,20,20,1,62.246193,716538.38,0,0,,,13.482188,13.482188,,,,0,0,
988,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Monday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,6,1,1,,0,2,0,2,10,10,10,0,97.059341,2062263.5,0,0,,,14.539315,14.539315,,,,0,0,
989,3,5,12,8311,congestion,0,0,0,0,7.5,1,0,,0,1,Wednesday,0,0,No,not inspected,TIMAR,1,0,0,,,1,2,1,,8,1,1,,0,7,0,2,7.5,7.5,7.5,0,,1466286.8,0,0,,,14.198244,14.198244,,,,0,0,
990,1,2,2,709,congestion,0,20,1,1,20,0,0,customs,0,0,Tuesday,0,0,No,not inspected,TIMAR,1,0,3.0445225,1,,,2,1,,2,0,0,,0,6,0,2,20,0,0,1,,992078.75,0,0,,,13.807559,13.807559,,,,3.0445225,0,
991,5,5,13,8516,,0,0,0,0,10,1,0,,0,1,Tuesday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,6,1,1,,0,6,0,2,10,10,10,0,97.059341,2062263.5,0,0,,,14.539315,14.539315,,,,0,0,
992,1,2,15,9403,congestion,0,20,1,0,20,0,0,customs,0,1,Saturday,0,0,No,not inspected,TIMAR,1,0,3.0445225,1,,,2,1,,2,0,1,,0,3,0,2,20,0,0,0,144.08893,1322827.3,0,0,,,14.095283,14.095283,,,,3.0445225,0,
993,12,2,12,7216,congestion,0,0,1,0,7.5,1,0,customs,1,1,Sunday,0,0,No,,TIMAR,1,0,0,,,1,2,1,,2,1,1,,0,4,1,,7.5,7.5,7.5,0,0,881829.31,0,0,,,13.689754,13.689754,,,,0,0,
994,2,5,12,8311,clearing agent red tape,0,7.5,0,0,7.5,0,0,,1,1,Tuesday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,7,0,1,,0,6,1,2,7.5,0,0,0,,4555477.5,0,0,,,15.331841,15.331841,,,,2.1400661,0,
995,,2,13,8501,undervalue,0,0,1,0,5,1,0,customs,1,1,Friday,0,0,No,not inspected,TIMAR,,0,0,,,1,1,1,,2,1,1,,0,1,1,2,5,5,5,0,,2370030.8,0,0,,,14.678414,14.678414,,,,0,1,
996,12,4,14,8708,misclassification,1,0,0,0,4,1,0,customs,0,1,Tuesday,6271.1577,8.7438755,No,inspected,FRIGO,0,0,0,,,1,0,1,,3,1,1,,0,6,0,1,4,4,4,0,0,8786163,.00071375386,.00071349926,,,15.988688,15.988688,,,,0,0,
997,11,4,13,8433,,0,5,0,0,5,0,0,,1,1,Wednesday,0,0,Yes,inspected,TIMAR,,0,1.7917595,,,1,1,1,,5,0,1,,0,7,1,1,5,0,0,0,,4971810,0,0,,,15.419294,15.419294,,,,3.583519,0,
998,12,2,13,8536,congestion,0,0,1,0,7.5,1,0,customs,0,1,Thursday,0,0,No,not inspected,TIMAR,1,0,0,,,1,2,1,,2,1,1,,0,5,0,2,7.5,7.5,7.5,0,,1322827.3,0,0,,,14.095283,14.095283,,,,0,0,
999,12,2,13,8532,congestion,0,0,1,0,7.5,1,0,customs,1,1,Tuesday,0,0,No,not inspected,TIMAR,1,0,0,,,1,2,1,,2,1,1,,0,6,1,2,7.5,7.5,7.5,0,,826704.56,0,0,,,13.625204,13.625204,,,,0,0,
1000,3,4,8,4817,undervalue,1,0,0,0,20,1,0,customs,0,1,Friday,18290.877,9.8142128,No,not inspected,TIAR,0,0,0,,1,,0,1,,6,1,1,,0,1,0,2,20,20,20,0,,21985416,.000831955,.00083160913,,,16.90589,16.90589,,,,0,1,
1001,10,4,14,8709,,0,0,0,0,3,1,0,,0,1,Wednesday,0,0,Yes,inspected,TIAR,,0,0,,,1,1,1,,8,1,1,,0,7,0,1,3,3,3,0,69.418152,127727072,0,0,,,18.665407,18.665407,,,,0,0,
1002,12,2,15,9007,congestion,0,0,1,0,20,1,0,customs,0,1,Monday,0,0,No,not inspected,TIMAR,1,0,0,,1,,2,1,,2,1,1,,0,2,0,2,20,20,20,0,,496455.75,0,0,,,13.115252,13.115252,,,,0,0,
1003,12,2,6,4011,congestion,0,0,1,0,20,1,0,customs,0,0,Sunday,0,0,No,inspected,TIMAR,1,0,0,,1,,2,1,,2,1,0,,0,4,0,1,20,20,20,0,,1377868.8,0,0,,,14.136049,14.136049,,,,0,0,
1004,3,4,13,,undervalue,0,0,0,0,20,1,0,customs,0,0,Saturday,0,0,Yes,,TIAUTO,,0,0,,1,,1,1,,1,1,0,,0,3,0,,20,20,20,0,1141.5448,5790680,0,0,,,15.57176,15.57176,,,,0,1,
1005,11,4,13,8479,,0,5,0,0,5,0,0,,1,1,Thursday,0,0,Yes,inspected,TIMAR,,0,1.7917595,,,1,1,1,3818,5,0,1,8.2477436,0,5,1,1,5,0,0,0,0,405242.53,0,0,0,0,12.912244,12.912244,1,8.2477436,3818,3.583519,0,0
1006,12,2,6,4006,congestion,0,0,1,0,7.5,1,0,customs,0,0,Tuesday,0,0,No,not inspected,TIMAR,1,0,0,,,1,2,1,,2,1,0,,0,6,0,2,7.5,7.5,7.5,0,,1047203.5,0,0,,,13.861635,13.861635,,,,0,0,
1007,10,4,13,8429,,0,0,0,0,3,1,0,,0,1,Thursday,0,0,Yes,inspected,TIRO,,0,0,,,1,1,1,,8,1,1,,0,5,0,1,3,3,3,0,0,499066784,0,0,,,20.02825,20.02825,,,,0,0,
1008,12,2,13,8470,congestion,0,0,1,0,7.5,1,0,customs,1,1,Tuesday,0,0,No,not inspected,TIMAR,1,0,0,,,1,2,1,,2,1,1,,0,6,1,2,7.5,7.5,7.5,0,0,3031361,0,0,,,14.924522,14.924522,,,,0,0,
1009,2,5,12,7318,clearing agent red tape,1,7.5,0,0,7.5,0,0,,0,1,Saturday,1254.2316,7.1350756,No,not inspected,TIMAR,1,0,2.1400661,,,1,2,1,15.521,8,0,1,2.8046322,0,3,0,2,7.5,0,0,0,.29562521,5220178,.00024026605,.00024023719,8.0063677,.0037291695,15.468042,15.468042,3000.0002,2.8046322,15.520999,2.1400661,0,.0037222335
1010,12,2,8,4407,congestion,0,0,1,0,7.5,1,0,customs,1,1,Friday,0,0,No,not inspected,TIMAR,1,0,0,,,1,2,1,,2,1,1,,0,1,1,2,7.5,7.5,7.5,0,0,2480197,0,0,,,14.723849,14.723849,,,,0,0,
1011,12,2,13,8483,congestion,0,0,1,0,20,1,0,customs,1,1,Friday,0,0,No,not inspected,TIMAR,1,0,0,,1,,2,1,,2,1,1,,0,1,1,2,20,20,20,0,,2204656.5,0,0,,,14.606083,14.606083,,,,0,0,
1012,2,5,12,7318,clearing agent red tape,1,7.5,0,0,7.5,0,0,,0,1,Wednesday,2090.386,7.6455822,No,inspected,TIMAR,1,0,2.1400661,,,1,2,1,,8,0,1,,0,7,0,1,7.5,0,0,0,.29562521,10440468,.00020021957,.00020019953,,,16.1612,16.1612,,,,2.1400661,0,
1013,,2,13,8480,undervalue,0,0,1,0,5,1,0,customs,1,1,Wednesday,0,0,No,,TIMAR,,0,0,,,1,1,1,,2,1,1,,0,7,1,,5,5,5,0,,1653492.4,0,0,,,14.3184,14.3184,,,,0,1,
1014,2,5,11,7009,clearing agent red tape,1,20,0,0,20,0,0,stevedors,0,1,Monday,1149.7123,7.0481362,No,not inspected,TIMAR,1,0,3.0445225,,1,,2,1,,8,0,1,,0,2,0,2,20,0,0,0,,5220178,.00022024388,.00022021963,,,15.468042,15.468042,,,,3.0445225,0,
1015,,2,13,8480,undervalue,0,0,1,0,5,1,0,customs,1,1,Sunday,0,0,No,not inspected,TIMAR,,0,0,,,1,1,1,,2,1,1,,0,4,1,2,5,5,5,0,,1432993.4,0,0,,,14.175277,14.175277,,,,0,1,
1016,9,5,11,7009,,0,20,0,0,20,0,0,,0,1,Friday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,,8,0,1,,0,1,0,2,20,0,0,0,,3252199,0,0,,,14.994843,14.994843,,,,3.0445225,0,
1017,2,4,13,7308,jump queue,0,0,0,0,0,0,0,customs,0,1,Friday,0,0,No,not inspected,TIRO,,1,0,,,1,1,1,,6,0,1,,0,1,0,2,0,0,0,0,24.020962,3564843008,0,0,,,21.994387,21.994387,,,,0,0,
1018,,2,13,8700,undervalue,0,0,1,0,5,1,0,customs,0,1,Friday,0,0,No,not inspected,TIMAR,,0,0,,,1,1,1,1103.1333,2,1,1,7.0068159,0,1,0,2,5,5,5,0,28747.221,1377868.8,0,0,2.7080503,0,14.136049,14.136049,15.000001,7.0068159,1103.1333,0,1,0
1019,1,2,15,9403,congestion,0,20,1,0,20,0,0,customs,1,1,Sunday,0,0,No,not inspected,TIMAR,1,0,3.0445225,1,,,2,1,,2,0,1,,0,4,1,2,20,0,0,0,144.08893,1543242.9,0,0,,,14.249397,14.249397,,,,3.0445225,0,
1020,2,5,13,8424,jump queue,0,5,0,0,0,0,0,customs,1,1,Sunday,0,0,No,inspected,TIMAR,,0,1.7917595,,,1,1,1,,7,0,1,,0,4,1,1,0,0,0,0,,200108272,0,0,,,19.114368,19.114368,,,,1.7917595,0,
